genomeSize	err_rate	QV	gsize	N50	ctgn	L50
4860000	0.250	36.554	4686142	4674217	3	1
4860000	0.253	36.6813	4669745	4657820	3	1
4860000	0.256	36.6821	4669741	4657816	3	1
4875000	0.220	36.6198	4670911	4657785	4	1
4860000	0.259	36.6816	4669754	4657829	3	1
4875000	0.223	36.638	4669689	4657764	3	1
4875000	0.226	36.6486	4669701	4657776	3	1
4875000	0.229	36.6594	4669722	4657797	3	1
4875000	0.232	36.6671	4669716	4657791	3	1
4875000	0.235	36.6738	4669720	4657795	3	1
4875000	0.238	36.6712	4669706	4657781	3	1
4875000	0.241	36.6806	4669731	4657806	3	1
4875000	0.244	36.6809	4669737	4657812	3	1
4875000	0.247	36.623	4672486	4660561	3	1
4875000	0.250	36.554	4686142	4674217	3	1
4875000	0.253	36.6813	4669745	4657820	3	1
4890000	0.220	36.6198	4670911	4657785	4	1
4890000	0.223	36.638	4669689	4657764	3	1
4875000	0.256	36.6821	4669741	4657816	3	1
4875000	0.259	36.6816	4669754	4657829	3	1
4890000	0.226	36.6486	4669701	4657776	3	1
4890000	0.229	36.6594	4669722	4657797	3	1
4890000	0.232	36.6671	4669716	4657791	3	1
4890000	0.235	36.6738	4669720	4657795	3	1
4890000	0.238	36.6712	4669706	4657781	3	1
4890000	0.241	36.6806	4669731	4657806	3	1
4890000	0.244	36.6809	4669737	4657812	3	1
4890000	0.247	36.623	4672486	4660561	3	1
4890000	0.250	36.554	4686142	4674217	3	1
4890000	0.253	36.6813	4669745	4657820	3	1
4905000	0.220	36.6198	4670911	4657785	4	1
4890000	0.256	36.6821	4669741	4657816	3	1
4905000	0.223	36.638	4669689	4657764	3	1
4905000	0.226	36.6486	4669701	4657776	3	1
4890000	0.259	36.6816	4669754	4657829	3	1
4905000	0.229	36.6594	4669722	4657797	3	1
4905000	0.232	36.6671	4669716	4657791	3	1
4905000	0.235	36.6738	4669720	4657795	3	1
4905000	0.238	36.6712	4669706	4657781	3	1
4905000	0.241	36.6806	4669731	4657806	3	1
4905000	0.244	36.6809	4669737	4657812	3	1
4905000	0.247	36.623	4672486	4660561	3	1
4905000	0.250	36.554	4686142	4674217	3	1
4905000	0.253	36.6813	4669745	4657820	3	1
4920000	0.220	36.6198	4670911	4657785	4	1
4905000	0.256	36.6821	4669741	4657816	3	1
4905000	0.259	36.6816	4669754	4657829	3	1
4920000	0.223	36.638	4669689	4657764	3	1
4920000	0.226	36.6486	4669701	4657776	3	1
4920000	0.229	36.6594	4669722	4657797	3	1
4920000	0.235	36.6738	4669720	4657795	3	1
4920000	0.232	36.6671	4669716	4657791	3	1
4920000	0.238	36.6712	4669706	4657781	3	1
4920000	0.241	36.6806	4669731	4657806	3	1
4920000	0.244	36.6809	4669737	4657812	3	1
4920000	0.247	36.623	4672486	4660561	3	1
4935000	0.220	36.6198	4670911	4657785	4	1
4920000	0.250	36.554	4686142	4674217	3	1
4920000	0.256	36.6821	4669741	4657816	3	1
4920000	0.253	36.6813	4669745	4657820	3	1
4935000	0.223	36.638	4669689	4657764	3	1
4935000	0.226	36.6486	4669701	4657776	3	1
4920000	0.259	36.6816	4669754	4657829	3	1
4935000	0.229	36.6594	4669722	4657797	3	1
4935000	0.232	36.6671	4669716	4657791	3	1
4935000	0.235	36.6738	4669720	4657795	3	1
4935000	0.238	36.6712	4669706	4657781	3	1
4935000	0.241	36.6806	4669731	4657806	3	1
4935000	0.244	36.6809	4669737	4657812	3	1
4935000	0.247	36.623	4672486	4660561	3	1
4935000	0.250	36.554	4686142	4674217	3	1
4935000	0.253	36.6813	4669745	4657820	3	1
4935000	0.256	36.6821	4669741	4657816	3	1
4935000	0.259	36.6816	4669754	4657829	3	1
4950000	0.220	36.6198	4670911	4657785	4	1
4950000	0.223	36.638	4669689	4657764	3	1
4950000	0.226	36.6486	4669701	4657776	3	1
4950000	0.229	36.6594	4669722	4657797	3	1
4950000	0.232	36.6671	4669716	4657791	3	1
4950000	0.235	36.6738	4669720	4657795	3	1
4950000	0.238	36.6712	4669706	4657781	3	1
4950000	0.241	36.6806	4669731	4657806	3	1
4950000	0.244	36.6809	4669737	4657812	3	1
4950000	0.247	36.623	4672486	4660561	3	1
4965000	0.220	36.6198	4670911	4657785	4	1
4950000	0.250	36.554	4686142	4674217	3	1
4965000	0.223	36.638	4669689	4657764	3	1
4965000	0.226	36.6486	4669701	4657776	3	1
4950000	0.253	36.6813	4669745	4657820	3	1
4950000	0.256	36.6821	4669741	4657816	3	1
4950000	0.259	36.6816	4669754	4657829	3	1
4965000	0.229	36.6594	4669722	4657797	3	1
4965000	0.232	36.6671	4669716	4657791	3	1
4965000	0.235	36.6738	4669720	4657795	3	1
4965000	0.238	36.6712	4669706	4657781	3	1
4965000	0.241	36.6806	4669731	4657806	3	1
4965000	0.244	36.6809	4669737	4657812	3	1
4965000	0.247	36.623	4672486	4660561	3	1
4965000	0.250	36.554	4686142	4674217	3	1
4965000	0.253	36.6813	4669745	4657820	3	1
4965000	0.256	36.6821	4669741	4657816	3	1
4965000	0.259	36.6816	4669754	4657829	3	1
4980000	0.220	36.6198	4670911	4657785	4	1
4980000	0.223	36.638	4669689	4657764	3	1
4980000	0.226	36.6486	4669701	4657776	3	1
4980000	0.229	36.6594	4669722	4657797	3	1
4980000	0.232	36.6671	4669716	4657791	3	1
4980000	0.235	36.6738	4669720	4657795	3	1
4980000	0.238	36.6712	4669706	4657781	3	1
4980000	0.241	36.6806	4669731	4657806	3	1
4980000	0.244	36.6809	4669737	4657812	3	1
4995000	0.220	36.6198	4670911	4657785	4	1
4995000	0.223	36.638	4669689	4657764	3	1
4980000	0.250	36.554	4686142	4674217	3	1
4980000	0.247	36.623	4672486	4660561	3	1
4980000	0.253	36.6813	4669745	4657820	3	1
4995000	0.226	36.6486	4669701	4657776	3	1
4980000	0.256	36.6821	4669741	4657816	3	1
4980000	0.259	36.6816	4669754	4657829	3	1
4995000	0.229	36.6594	4669722	4657797	3	1
4995000	0.232	36.6671	4669716	4657791	3	1
4995000	0.235	36.6738	4669720	4657795	3	1
4995000	0.238	36.6712	4669706	4657781	3	1
4995000	0.241	36.6806	4669731	4657806	3	1
4995000	0.244	36.6809	4669737	4657812	3	1
4995000	0.247	36.623	4672486	4660561	3	1
4995000	0.250	36.554	4686142	4674217	3	1
4995000	0.253	36.6813	4669745	4657820	3	1
4995000	0.256	36.6821	4669741	4657816	3	1
4995000	0.259	36.6816	4669754	4657829	3	1
3020000	0.223	36.5834	4669438	4657565	3	1
3005000	0.223	36.5791	4669438	4657565	3	1
3010000	0.223	36.5791	4669441	4657568	3	1
3005000	0.235	36.5799	4669464	4657591	3	1
3010000	0.253	36.6092	4669487	4657614	3	1
3010000	0.259	36.4535	4683392	4671519	3	1
3005000	0.253	36.6104	4669488	4657615	3	1
3010000	0.229	36.5801	4669469	4657596	3	1
3005000	0.229	36.5808	4669466	4657593	3	1
3010000	0.241	36.5879	4669468	4657595	3	1
3010000	0.247	36.5905	4669469	4657596	3	1
3010000	0.235	36.5799	4669471	4657598	3	1
3005000	0.247	36.5905	4669470	4657597	3	1
3005000	0.241	36.5886	4669465	4657592	3	1
3020000	0.229	36.581	4669463	4657590	3	1
3020000	0.235	36.5818	4669467	4657594	3	1
3025000	0.223	36.5815	4669435	4657562	3	1
3020000	0.253	36.6109	4669490	4657617	3	1
3025000	0.229	36.5827	4669463	4657590	3	1
3020000	0.259	36.4567	4683395	4671522	3	1
3025000	0.235	36.5839	4669468	4657595	3	1
3020000	0.241	36.5898	4669467	4657594	3	1
3020000	0.247	36.5931	4669472	4657599	3	1
3035000	0.223	36.5787	4669445	4657572	3	1
3025000	0.247	36.5962	4669476	4657603	3	1
3035000	0.260	36.4801	4683380	4671507	3	1
3025000	0.241	36.5914	4669469	4657596	3	1
3025000	0.259	36.4578	4683396	4671523	3	1
3025000	0.253	36.6131	4669492	4657619	3	1
3035000	0.220	36.565	4669424	4657551	3	1
3035000	0.230	36.5891	4669468	4657595	3	1
3035000	0.240	36.5853	4669483	4657610	3	1
3040000	0.223	36.5827	4669436	4657563	3	1
3035000	0.259	36.5652	4669454	4657581	3	1
3035000	0.235	36.5843	4669447	4657574	3	1
3035000	0.247	36.5716	4669468	4657595	3	1
3040000	0.229	36.4977	4669360	4657487	3	1
3040000	0.241	36.5789	4669478	4657605	3	1
3040000	0.259	36.4629	4683394	4671521	3	1
3040000	0.253	36.6159	4669488	4657615	3	1
3040000	0.235	36.5245	4669476	4657603	3	1
3050000	0.223	36.5865	4669441	4657568	3	1
3050000	0.229	36.5929	4669464	4657591	3	1
3055000	0.223	36.5832	4669446	4657573	3	1
3050000	0.235	36.5922	4669465	4657592	3	1
3055000	0.229	36.5886	4669462	4657589	3	1
3055000	0.235	36.5912	4669465	4657592	3	1
3050000	0.253	36.6154	4669490	4657617	3	1
3050000	0.241	36.6007	4669466	4657593	3	1
3050000	0.259	36.4624	4683395	4671522	3	1
3050000	0.247	36.6045	4669479	4657606	3	1
3055000	0.241	36.6014	4669469	4657596	3	1
3055000	0.247	36.6066	4669479	4657606	3	1
3055000	0.259	36.4645	4683395	4671522	3	1
3055000	0.253	36.6176	4669489	4657616	3	1
4965000	0.224	36.6361	4669700	4657775	3	1
4995000	0.254	36.6859	4669739	4657814	3	1
4995000	0.230	36.6498	4669713	4657788	3	1
4995000	0.228	36.6534	4669709	4657784	3	1
4995000	0.240	36.683	4669724	4657799	3	1
4995000	0.224	36.6361	4669700	4657775	3	1
4995000	0.222	36.6498	4669697	4657772	3	1
4995000	0.260	36.6501	4669741	4657816	3	1
4995000	0.234	36.677	4669709	4657784	3	1
4995000	0.242	36.6767	4669729	4657804	3	1
4995000	0.258	36.6777	4669749	4657824	3	1
4965000	0.222	36.6498	4669697	4657772	3	1
4995000	0.252	36.6867	4669742	4657817	3	1
4980000	0.246	36.6789	4669733	4657808	3	1
4980000	0.230	36.6498	4669713	4657788	3	1
4980000	0.222	36.6498	4669697	4657772	3	1
4995000	0.248	36.6876	4669734	4657809	3	1
4980000	0.254	36.6859	4669739	4657814	3	1
4995000	0.236	36.6671	4669728	4657803	3	1
4965000	0.260	36.6501	4669741	4657816	3	1
4995000	0.246	36.6789	4669733	4657808	3	1
4980000	0.224	36.6361	4669700	4657775	3	1
4980000	0.240	36.683	4669724	4657799	3	1
4980000	0.260	36.6501	4669741	4657816	3	1
4980000	0.234	36.677	4669709	4657784	3	1
4980000	0.228	36.6534	4669709	4657784	3	1
4980000	0.236	36.6671	4669728	4657803	3	1
4980000	0.248	36.6876	4669734	4657809	3	1
4980000	0.252	36.6867	4669742	4657817	3	1
4980000	0.242	36.6767	4669729	4657804	3	1
4965000	0.240	36.683	4669724	4657799	3	1
4980000	0.258	36.6777	4669749	4657824	3	1
4965000	0.230	36.6498	4669713	4657788	3	1
4965000	0.228	36.6534	4669709	4657784	3	1
4965000	0.234	36.677	4669709	4657784	3	1
4965000	0.242	36.6767	4669729	4657804	3	1
4965000	0.248	36.6876	4669734	4657809	3	1
4965000	0.252	36.6867	4669742	4657817	3	1
4965000	0.236	36.6671	4669728	4657803	3	1
4965000	0.258	36.6777	4669749	4657824	3	1
4950000	0.260	36.6501	4669741	4657816	3	1
4965000	0.246	36.6789	4669733	4657808	3	1
4950000	0.230	36.6498	4669713	4657788	3	1
4965000	0.254	36.6859	4669739	4657814	3	1
4950000	0.224	36.6361	4669700	4657775	3	1
4950000	0.222	36.6498	4669697	4657772	3	1
4950000	0.234	36.677	4669709	4657784	3	1
4950000	0.236	36.6671	4669728	4657803	3	1
4950000	0.242	36.6767	4669729	4657804	3	1
4935000	0.230	36.6498	4669713	4657788	3	1
4935000	0.224	36.6361	4669700	4657775	3	1
4950000	0.252	36.6867	4669742	4657817	3	1
4950000	0.240	36.683	4669724	4657799	3	1
4935000	0.222	36.6498	4669697	4657772	3	1
4935000	0.240	36.683	4669724	4657799	3	1
4950000	0.228	36.6534	4669709	4657784	3	1
4950000	0.246	36.6789	4669733	4657808	3	1
4950000	0.248	36.6876	4669734	4657809	3	1
4950000	0.258	36.6777	4669749	4657824	3	1
4950000	0.254	36.6859	4669739	4657814	3	1
4935000	0.228	36.6534	4669709	4657784	3	1
4920000	0.228	36.6534	4669709	4657784	3	1
4935000	0.234	36.677	4669709	4657784	3	1
4935000	0.260	36.6501	4669741	4657816	3	1
4935000	0.246	36.6789	4669733	4657808	3	1
4935000	0.252	36.6867	4669742	4657817	3	1
4935000	0.242	36.6767	4669729	4657804	3	1
4935000	0.236	36.6671	4669728	4657803	3	1
4935000	0.248	36.6876	4669734	4657809	3	1
4935000	0.258	36.6777	4669749	4657824	3	1
4935000	0.254	36.6859	4669739	4657814	3	1
4920000	0.230	36.6498	4669713	4657788	3	1
4920000	0.234	36.677	4669709	4657784	3	1
4920000	0.240	36.683	4669724	4657799	3	1
4920000	0.252	36.6867	4669742	4657817	3	1
4920000	0.224	36.6361	4669700	4657775	3	1
4920000	0.222	36.6498	4669697	4657772	3	1
4905000	0.228	36.6534	4669709	4657784	3	1
4920000	0.260	36.6501	4669741	4657816	3	1
4920000	0.242	36.6767	4669729	4657804	3	1
4920000	0.236	36.6671	4669728	4657803	3	1
4905000	0.230	36.6498	4669713	4657788	3	1
4905000	0.242	36.6767	4669729	4657804	3	1
4920000	0.258	36.6777	4669749	4657824	3	1
4905000	0.248	36.6876	4669734	4657809	3	1
4905000	0.224	36.6361	4669700	4657775	3	1
4905000	0.254	36.6859	4669739	4657814	3	1
4905000	0.240	36.683	4669724	4657799	3	1
4905000	0.222	36.6498	4669697	4657772	3	1
4905000	0.260	36.6501	4669741	4657816	3	1
4920000	0.254	36.6859	4669739	4657814	3	1
4920000	0.246	36.6789	4669733	4657808	3	1
4920000	0.248	36.6876	4669734	4657809	3	1
4905000	0.234	36.677	4669709	4657784	3	1
4890000	0.224	36.6361	4669700	4657775	3	1
4905000	0.236	36.6671	4669728	4657803	3	1
4905000	0.252	36.6867	4669742	4657817	3	1
4890000	0.230	36.6498	4669713	4657788	3	1
4890000	0.222	36.6498	4669697	4657772	3	1
4890000	0.260	36.6501	4669741	4657816	3	1
4890000	0.228	36.6534	4669709	4657784	3	1
4905000	0.258	36.6777	4669749	4657824	3	1
4890000	0.240	36.683	4669724	4657799	3	1
4890000	0.234	36.677	4669709	4657784	3	1
4890000	0.242	36.6767	4669729	4657804	3	1
4890000	0.248	36.6876	4669734	4657809	3	1
4890000	0.236	36.6671	4669728	4657803	3	1
4905000	0.246	36.6789	4669733	4657808	3	1
4890000	0.252	36.6867	4669742	4657817	3	1
4890000	0.246	36.6789	4669733	4657808	3	1
4890000	0.258	36.6777	4669749	4657824	3	1
4875000	0.230	36.6498	4669713	4657788	3	1
4875000	0.224	36.6361	4669700	4657775	3	1
4875000	0.240	36.683	4669724	4657799	3	1
4875000	0.222	36.6498	4669697	4657772	3	1
4890000	0.254	36.6859	4669739	4657814	3	1
4875000	0.228	36.6534	4669709	4657784	3	1
4875000	0.260	36.6501	4669741	4657816	3	1
4845000	0.224	36.6361	4669700	4657775	3	1
4875000	0.248	36.6876	4669734	4657809	3	1
4875000	0.234	36.677	4669709	4657784	3	1
4875000	0.236	36.6671	4669728	4657803	3	1
4875000	0.246	36.6789	4669733	4657808	3	1
4875000	0.258	36.6777	4669749	4657824	3	1
4875000	0.242	36.6767	4669729	4657804	3	1
4875000	0.252	36.6867	4669742	4657817	3	1
4860000	0.230	36.6498	4669713	4657788	3	1
4875000	0.254	36.6859	4669739	4657814	3	1
4860000	0.222	36.6498	4669697	4657772	3	1
4860000	0.224	36.6361	4669700	4657775	3	1
4860000	0.240	36.683	4669724	4657799	3	1
4860000	0.260	36.6501	4669741	4657816	3	1
4860000	0.228	36.6534	4669709	4657784	3	1
4860000	0.234	36.677	4669709	4657784	3	1
4860000	0.242	36.6767	4669729	4657804	3	1
4860000	0.252	36.6867	4669742	4657817	3	1
4860000	0.236	36.6671	4669728	4657803	3	1
4845000	0.230	36.6498	4669713	4657788	3	1
4860000	0.248	36.6876	4669734	4657809	3	1
4860000	0.246	36.6789	4669733	4657808	3	1
4845000	0.234	36.677	4669709	4657784	3	1
4830000	0.224	36.6361	4669700	4657775	3	1
4845000	0.222	36.6498	4669697	4657772	3	1
4845000	0.228	36.6534	4669709	4657784	3	1
4845000	0.240	36.683	4669724	4657799	3	1
4845000	0.260	36.6501	4669741	4657816	3	1
4845000	0.252	36.6867	4669742	4657817	3	1
4845000	0.242	36.6767	4669729	4657804	3	1
4830000	0.230	36.6498	4669713	4657788	3	1
4845000	0.236	36.6671	4669728	4657803	3	1
4860000	0.254	36.6859	4669739	4657814	3	1
4845000	0.246	36.6789	4669733	4657808	3	1
4845000	0.248	36.6876	4669734	4657809	3	1
4845000	0.254	36.6859	4669739	4657814	3	1
4830000	0.240	36.683	4669724	4657799	3	1
4830000	0.242	36.6767	4669729	4657804	3	1
4845000	0.258	36.6777	4669749	4657824	3	1
4830000	0.222	36.6498	4669697	4657772	3	1
4860000	0.258	36.6777	4669749	4657824	3	1
4830000	0.260	36.6501	4669741	4657816	3	1
4830000	0.234	36.677	4669709	4657784	3	1
4815000	0.230	36.6498	4669713	4657788	3	1
4830000	0.228	36.6534	4669709	4657784	3	1
4830000	0.254	36.6859	4669739	4657814	3	1
4830000	0.236	36.6671	4669728	4657803	3	1
4830000	0.252	36.6867	4669742	4657817	3	1
4830000	0.258	36.6777	4669749	4657824	3	1
4815000	0.224	36.6361	4669700	4657775	3	1
4830000	0.248	36.6876	4669734	4657809	3	1
4830000	0.246	36.6789	4669733	4657808	3	1
4815000	0.222	36.6498	4669697	4657772	3	1
4815000	0.228	36.6534	4669709	4657784	3	1
4815000	0.240	36.683	4669724	4657799	3	1
4815000	0.260	36.6501	4669741	4657816	3	1
4815000	0.234	36.677	4669709	4657784	3	1
4815000	0.236	36.6671	4669728	4657803	3	1
4815000	0.242	36.6767	4669729	4657804	3	1
4815000	0.252	36.6867	4669742	4657817	3	1
4785000	0.234	36.677	4669709	4657784	3	1
4800000	0.230	36.6498	4669713	4657788	3	1
4815000	0.248	36.6876	4669734	4657809	3	1
4800000	0.224	36.6361	4669700	4657775	3	1
4815000	0.258	36.6777	4669749	4657824	3	1
4815000	0.246	36.6789	4669733	4657808	3	1
4800000	0.222	36.6498	4669697	4657772	3	1
4800000	0.240	36.683	4669724	4657799	3	1
4815000	0.254	36.6859	4669739	4657814	3	1
4800000	0.228	36.6534	4669709	4657784	3	1
4800000	0.260	36.6501	4669741	4657816	3	1
4800000	0.234	36.677	4669709	4657784	3	1
4785000	0.230	36.6498	4669713	4657788	3	1
4800000	0.236	36.6671	4669728	4657803	3	1
4800000	0.252	36.6867	4669742	4657817	3	1
4800000	0.248	36.6876	4669734	4657809	3	1
4800000	0.242	36.6767	4669729	4657804	3	1
4800000	0.246	36.6789	4669733	4657808	3	1
4800000	0.258	36.6777	4669749	4657824	3	1
4785000	0.224	36.6361	4669700	4657775	3	1
4800000	0.254	36.6859	4669739	4657814	3	1
4785000	0.242	36.6767	4669729	4657804	3	1
4785000	0.240	36.683	4669724	4657799	3	1
4785000	0.222	36.6498	4669697	4657772	3	1
4785000	0.260	36.6501	4669741	4657816	3	1
4785000	0.228	36.6534	4669709	4657784	3	1
4770000	0.236	36.6671	4669728	4657803	3	1
4785000	0.252	36.6867	4669742	4657817	3	1
4785000	0.246	36.6789	4669733	4657808	3	1
4755000	0.240	36.683	4669724	4657799	3	1
4785000	0.248	36.6876	4669734	4657809	3	1
4785000	0.236	36.6671	4669728	4657803	3	1
4785000	0.258	36.6777	4669749	4657824	3	1
4785000	0.254	36.6859	4669739	4657814	3	1
4770000	0.222	36.6498	4669697	4657772	3	1
4770000	0.230	36.6498	4669713	4657788	3	1
4770000	0.224	36.6361	4669700	4657775	3	1
4770000	0.260	36.6501	4669741	4657816	3	1
4770000	0.228	36.6534	4669709	4657784	3	1
4770000	0.240	36.683	4669724	4657799	3	1
4770000	0.234	36.677	4669709	4657784	3	1
4770000	0.242	36.6767	4669729	4657804	3	1
4770000	0.252	36.6867	4669742	4657817	3	1
4755000	0.224	36.6361	4669700	4657775	3	1
4755000	0.222	36.6498	4669697	4657772	3	1
4755000	0.230	36.6498	4669713	4657788	3	1
4740000	0.242	36.6767	4669729	4657804	3	1
4755000	0.228	36.6534	4669709	4657784	3	1
4770000	0.258	36.6777	4669749	4657824	3	1
4770000	0.248	36.6876	4669734	4657809	3	1
4770000	0.246	36.6789	4669734	4657809	3	1
4770000	0.254	36.6859	4669739	4657814	3	1
4755000	0.242	36.6767	4669729	4657804	3	1
4755000	0.236	36.6671	4669728	4657803	3	1
4740000	0.230	36.6498	4669713	4657788	3	1
4755000	0.248	36.6876	4669734	4657809	3	1
4740000	0.222	36.6498	4669697	4657772	3	1
4755000	0.260	36.6501	4669741	4657816	3	1
4755000	0.258	36.6777	4669749	4657824	3	1
4755000	0.252	36.6867	4669742	4657817	3	1
4755000	0.254	36.6859	4669739	4657814	3	1
4740000	0.240	36.683	4669724	4657799	3	1
4740000	0.252	36.6867	4669742	4657817	3	1
4755000	0.246	36.6789	4669734	4657809	3	1
4740000	0.228	36.6534	4669709	4657784	3	1
4740000	0.234	36.677	4669709	4657784	3	1
4710000	0.240	36.683	4669724	4657799	3	1
4755000	0.234	36.677	4669709	4657784	3	1
4740000	0.258	36.6777	4669749	4657824	3	1
4740000	0.260	36.6501	4669741	4657816	3	1
4725000	0.230	36.6498	4669713	4657788	3	1
4740000	0.224	36.6361	4669700	4657775	3	1
4740000	0.236	36.6671	4669728	4657803	3	1
4740000	0.248	36.6876	4669734	4657809	3	1
4740000	0.246	36.6789	4669734	4657809	3	1
4740000	0.254	36.6859	4669739	4657814	3	1
4725000	0.240	36.683	4669724	4657799	3	1
4725000	0.222	36.6498	4669697	4657772	3	1
4725000	0.224	36.6361	4669700	4657775	3	1
4725000	0.258	36.6777	4669749	4657824	3	1
4725000	0.242	36.6767	4669729	4657804	3	1
3005000	0.259	36.4528	4683390	4671517	3	1
4725000	0.260	36.6501	4669741	4657816	3	1
4725000	0.236	36.6671	4669728	4657803	3	1
4725000	0.228	36.6534	4669709	4657784	3	1
4710000	0.228	36.6534	4669709	4657784	3	1
4725000	0.248	36.6876	4669734	4657809	3	1
4725000	0.252	36.6867	4669742	4657817	3	1
4725000	0.246	36.6789	4669734	4657809	3	1
4710000	0.224	36.6361	4669700	4657775	3	1
4725000	0.234	36.677	4669709	4657784	3	1
4710000	0.222	36.6498	4669697	4657772	3	1
4710000	0.230	36.6498	4669713	4657788	3	1
4710000	0.234	36.677	4669709	4657784	3	1
4725000	0.254	36.6859	4669739	4657814	3	1
4710000	0.236	36.6671	4669728	4657803	3	1
4710000	0.260	36.6501	4669741	4657816	3	1
4710000	0.246	36.6789	4669734	4657809	3	1
4710000	0.254	36.6859	4669739	4657814	3	1
4710000	0.248	36.6876	4669734	4657809	3	1
4710000	0.242	36.6767	4669729	4657804	3	1
4710000	0.252	36.6867	4669742	4657817	3	1
4710000	0.258	36.6777	4669749	4657824	3	1
3080000	0.223	36.5808	4669439	4657566	3	1
3080000	0.235	36.5879	4669463	4657590	3	1
3080000	0.241	36.6019	4669466	4657593	3	1
3080000	0.229	36.5843	4669458	4657585	3	1
3080000	0.253	36.6171	4669497	4657624	3	1
3080000	0.259	36.4633	4683404	4671531	3	1
3080000	0.247	36.6099	4669477	4657604	3	1
3100000	0.229	36.586	4669458	4657585	3	1
3100000	0.223	36.5777	4669448	4657575	3	1
3100000	0.241	36.6021	4669466	4657593	3	1
3100000	0.253	36.6173	4669496	4657623	3	1
3100000	0.235	36.5917	4669471	4657598	3	1
3100000	0.247	36.6085	4669484	4657611	3	1
3100000	0.247	36.6085	4669484	4657611	3	1
3100000	0.259	36.5226	4683388	4671515	3	1
3140000	0.223	36.5816	4669519	4657646	3	1
3140000	0.229	36.5877	4669537	4657664	3	1
3140000	0.235	36.5887	4669542	4657669	3	1
3140000	0.247	36.6117	4669555	4657682	3	1
3140000	0.241	36.6029	4669543	4657670	3	1
3140000	0.253	36.6245	4669562	4657689	3	1
3140000	0.259	36.5345	4683386	4671513	3	1
3160000	0.229	36.592	4669540	4657667	3	1
3160000	0.223	36.5846	4669524	4657651	3	1
3160000	0.235	36.5868	4669546	4657673	3	1
3160000	0.259	36.5347	4683387	4671514	3	1
3160000	0.241	36.605	4669544	4657671	3	1
3160000	0.253	36.6248	4669560	4657687	3	1
3160000	0.247	36.6105	4669557	4657684	3	1
3220000	0.235	36.5894	4669554	4657681	3	1
3220000	0.223	36.5856	4669524	4657651	3	1
3200000	0.223	36.5839	4669522	4657649	3	1
3220000	0.259	36.5307	4683404	4671531	3	1
3200000	0.247	36.6079	4669571	4657698	3	1
3200000	0.259	36.5287	4683406	4671533	3	1
3220000	0.247	36.6107	4669567	4657694	3	1
3220000	0.229	36.588	4669544	4657671	3	1
3220000	0.241	36.605	4669559	4657686	3	1
3220000	0.253	36.62	4669566	4657693	3	1
3200000	0.235	36.5887	4669549	4657676	3	1
3200000	0.241	36.6069	4669553	4657680	3	1
3200000	0.253	36.6186	4669574	4657701	3	1
3200000	0.229	36.5915	4669540	4657667	3	1
3260000	0.223	36.5842	4669536	4657663	3	1
3260000	0.229	36.5929	4669555	4657682	3	1
3260000	0.235	36.5908	4669561	4657688	3	1
3260000	0.241	36.6236	4669555	4657682	3	1
3260000	0.247	36.6117	4669576	4657703	3	1
3260000	0.253	36.6134	4669584	4657711	3	1
3260000	0.259	36.5396	4683422	4671549	3	1
3280000	0.229	36.5927	4669559	4657686	3	1
3280000	0.223	36.5844	4669536	4657663	3	1
3280000	0.235	36.5911	4669561	4657688	3	1
3280000	0.241	36.6272	4669554	4657681	3	1
3280000	0.253	36.6167	4669588	4657715	3	1
3280000	0.247	36.6079	4669587	4657714	3	1
3280000	0.259	36.5396	4683424	4671551	3	1
3320000	0.229	36.5937	4669550	4657677	3	1
3320000	0.241	36.6269	4669553	4657680	3	1
3320000	0.223	36.5908	4669533	4657660	3	1
3320000	0.235	36.596	4669553	4657680	3	1
3320000	0.247	36.6072	4669589	4657716	3	1
3320000	0.253	36.6158	4669587	4657714	3	1
3320000	0.259	36.537	4683421	4671548	3	1
3340000	0.223	36.5932	4669531	4657658	3	1
3340000	0.229	36.5939	4669556	4657683	3	1
3380000	0.235	36.6046	4669569	4657696	3	1
3340000	0.235	36.5951	4669557	4657684	3	1
3340000	0.241	36.6291	4669553	4657680	3	1
3340000	0.253	36.6238	4669578	4657705	3	1
3340000	0.247	36.6155	4669581	4657708	3	1
3340000	0.259	36.5398	4683423	4671550	3	1
3380000	0.223	36.5958	4669541	4657668	3	1
3380000	0.229	36.5963	4669563	4657690	3	1
3380000	0.241	36.6322	4669553	4657680	3	1
3400000	0.223	36.6029	4669545	4657672	3	1
3380000	0.259	36.5387	4683429	4671556	3	1
3380000	0.247	36.6219	4669584	4657711	3	1
3380000	0.253	36.625	4669586	4657713	3	1
3400000	0.235	36.6084	4669565	4657692	3	1
3400000	0.229	36.5991	4669560	4657687	3	1
3400000	0.241	36.6393	4669553	4657680	3	1
3400000	0.253	36.6324	4669587	4657714	3	1
3400000	0.247	36.626	4669586	4657713	3	1
3420000	0.228	36.5996	4669550	4657677	3	1
3400000	0.259	36.5434	4683432	4671559	3	1
3420000	0.222	36.5998	4669525	4657652	3	1
3420000	0.224	36.5989	4669541	4657668	3	1
3420000	0.234	36.6122	4669571	4657698	3	1
3420000	0.242	36.6429	4669563	4657690	3	1
3420000	0.236	36.6124	4669568	4657695	3	1
3420000	0.252	36.6308	4669587	4657714	3	1
3420000	0.248	36.6262	4669592	4657719	3	1
3420000	0.258	36.5373	4683435	4671562	3	1
3420000	0.254	36.6344	4669590	4657717	3	1
3420000	0.246	36.6489	4669573	4657700	3	1
